issue,y,y_pred,result
"Hey Guys, Anyone can help me with Datepipe. I have receive a UTC DateTime from API, Now I want to display on page as Local Time Zone. So My Date pipe looks like this [code], my calculation of timeOffset is like [code], but the time is showing incorrect. anything I am doing wrong here?I dont really understand the zone section works. Oh if possible would anyone help me if I want to turn it into UCT +10:00 Sydney time, how would I write the pipe?",0,0,1
is anyone using docker for mac on a hackintosh? i cant connect to my containers once they are running (and show working just fine with docker ps) and im not sure why,1,1,1
aniket-21: i uninstalled the app still getting the same error aniket-21: An unknown server-side error occurred while processing the command. Original error: Error executing adbExec. Original error: exited with code 1'; Stderr: 'Failed to install settings_apk-debug.apk: (WARNING: The server did not provide any stacktrace information) Command duration or timeout: 2.73 seconds aniket-21: please help me,1,1,1
"Hey, is there any option to validate type of index? I want to allow only numbers as indexes/keys. Gerrit0: Thanks, I needed to check noImplicitAny option as well to get error. ok",0,0,1
"Hi, I am wondering what color theme is it that gitter uses for code blocks:",1,1,1
@OrangeBorning Can someone help me? My post request was blocked by the browser and cancelled. There is no problem with https requesting http here. I don't quite understand why it was cancelled.,1,1,1
"Hi , I am using HDFS as file system, when I run a DL4J application on spark, during the application execution, I am getting an error related to spark shuffling:org.apache.spark.shuffle.MetadataFetchFailedException: Missing an output location for shuffle 0is this error is because spark is not configured to write read and write form HDFS?",0,1,0
The application at '*/Downloads/DrowsyHypno 2/Apps/1.7.1-e5ed0db.apk' does not exist or is not accessible Can some help with this issue,1,1,1
Hello I would like to build a thin client in ethereum. Is this possible ? I want to develop a mobile application that uses blockchain for trading Having block chain on mobile is referred to as thin client So I would really appreciate some help in this respect.,0,0,1
"hey gitter support, can you help me rename my gitter channel ( My library changed name to bunit. So can I change the name to",0,0,1
"Hey all, is there a reason that usingrequireto import a module rather than theimport { x } from 'x'syntax doesn't include type information. Unfortunately we need to use arequirethat's not on the top level because some global state needs to be set up. I haven't tried with dynamic imports, I'll give it a try. Still seems weird thatrequirewould resolve toany. There's probably something in my config doing that, or is it expected thatrequirewill always resolve a module with typeany?",0,0,1
"I don't want to directly include the public-api of the library in the tsconfig, I would prefer keep things as they are naturally, therefore path points to the dist folder where the library has been packaged using ng packagr. Or is there any other suggestion? I could not find any relevant information in the docs",0,0,1
"Hello, I would like to use typescript with node. I read tutorials using gulp to compile typescript files into javascript files in a separate folder (often dist). But in , I don't see any javascript files compiled. I don't understand the difference. Or maybe there are .js but I can't see them?",0,0,1
"Hey everyone! Would really appreciate some help. My chain data became corrupt with my Ethereum Wallet and I was forced to wipe the application and the data from my Mac. I have multiple copies of the chain data and keystore folders before the corruption took place. However, when I imported the keystore folder into a fresh install of Ethereum Wallet on another Mac, it was showing $0 Balance in my Wallet.",0,0,1
"Hi, I'm getting below error `Element implicitly has an 'any' type because expression of type '""name1""' can't be used to index type '{}'.` Can someone help me here? TIA",1,1,1
I got an error : Rank is 3 columns() call is not valid what does it mean?@AlexDBlack,1,1,1
"Okay, When I run my electron program I get the following error:Failed to load gRPC binary module because it was not installed for the current system. Any ideas?",1,1,1
"Hello, I want create a component only to display the apple pay button. I want to use the js library as says in the doc: [link]. But I have not been able to import the js file in my component. How do I import a js file into an angular component?",0,0,1
Hello. Here is my [question] about angular testing example. I will be happy if anyone could answer me :smile:,1,1,1
"does anyone know how to get `window.onerror` or `window.addEventListener('error', event => {})` working with angular? I add either and when an error occurs, nothing happens :( [code]. I also have an `ErrorHandler` set up, and that is working for any errors inside Angular land, but I figure the above should also work - and globally. (the problem is that I have an error that is occurring outside angular land, and is not being handled by the angular ErrorHandler)",0,0,1
